particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1978,0.79,0.57,-2.39752e-15,-6.36953e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.63278e-15,-1.66533e-15,-4.82539e-14
particle 1979,0.79,0.59,-2.39357e-15,6.22906e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.19029e-15,-5.36747e-14
particle 1980,0.79,0.61,-2.58973e-15,2.56741e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.13478e-15,-4.53804e-15,1.6328e-13
particle 1981,0.79,0.63,-2.5782e-15,5.74592e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.03945e-14,1.35851e-13
particle 1982,0.79,0.65,-2.62402e-15,-4.58101e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.34337e-14,1.3619e-13
particle 1983,0.79,0.67,-2.62323e-15,-2.5176e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.85803e-15,1.91513e-15,1.67268e-13
particle 1984,0.79,0.69,-2.37729e-15,-6.37459e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.63278e-15,-1.66533e-15,-4.96458e-14
particle 1985,0.79,0.71,-2.39357e-15,6.22906e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.19029e-15,-5.37669e-14
particle 1986,0.79,0.73,-2.58973e-15,2.56741e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.13478e-15,-4.53804e-15,1.63277e-13
particle 1987,0.79,0.75,-2.5782e-15,5.74592e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.03945e-14,1.35851e-13
particle 1988,0.79,0.77,-2.62402e-15,-4.58101e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.34337e-14,1.3619e-13
particle 1989,0.79,0.79,-2.62323e-15,-2.5176e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.85803e-15,1.91513e-15,1.67268e-13
particle 1990,0.79,0.81,-2.37729e-15,-6.37459e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.63278e-15,-1.66533e-15,-4.96458e-14
particle 1991,0.79,0.83,-2.39357e-15,6.22906e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.19029e-15,-5.37669e-14
particle 1992,0.79,0.85,-2.58973e-15,2.56741e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.13478e-15,-4.53804e-15,1.63282e-13
particle 1993,0.79,0.87,-2.5782e-15,5.74552e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.03806e-14,1.3587e-13
particle 1994,0.79,0.89,-2.62434e-15,-4.61104e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.3628e-14,1.36212e-13
particle 1995,0.79,0.91,-2.62576e-15,-2.4969e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.85803e-15,1.85962e-15,1.67612e-13
particle 1996,0.79,0.93,-2.38867e-15,-6.3693e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.63278e-15,-1.66533e-15,-4.71789e-14
particle 1997,0.79,0.95,-2.27664e-15,6.08702e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.38298e-15,2.58127e-15,-5.17029e-14
particle 1998,0.79,0.97,-2.38598e-15,2.44926e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.55112e-16,-1.84575e-15,1.5699e-13
particle 1999,0.79,0.99,-2.47186e-15,7.40697e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.66134e-16,2.70062e-14,1.26132e-13
particle 2000,0.81,0.01,-6.56874e-15,-4.32228e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.18789e-15,2.43278e-14,-1.21002e-13
particle 2001,0.81,0.03,-6.83214e-15,-4.42538e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.07334e-14,4.76008e-15,-1.39629e-13
particle 2002,0.81,0.05,-6.73346e-15,-4.80459e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.05669e-14,1.317e-14,-1.55346e-13
particle 2003,0.81,0.07,-6.58272e-15,5.15537e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.15383e-14,-2.44249e-14,-1.49096e-13
particle 2004,0.81,0.09,-6.55784e-15,1.50028e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.90681e-14,-1.91513e-15,-1.33226e-13
particle 2005,0.81,0.11,-6.61606e-15,2.66202e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.86795e-14,-5.96745e-16,-1.35018e-13
particle 2006,0.81,0.13,-6.41524e-15,1.78943e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.40721e-14,-6.52256e-16,-1.11606e-13
particle 2007,0.81,0.15,-6.79248e-15,-1.73495e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.98452e-14,-1.6237e-15,-1.41938e-13
particle 2008,0.81,0.17,-7.05224e-15,1.3794e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.90958e-14,-1.38778e-15,-1.82976e-13
particle 2009,0.81,0.19,-6.52118e-15,1.21914e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.21767e-14,-7.79932e-15,-1.24154e-13
particle 2010,0.81,0.21,-6.55381e-15,-1.23316e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.36835e-14,3.09475e-15,-1.22522e-13
particle 2011,0.81,0.23,-7.01835e-15,-1.60614e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.97897e-14,-3.02536e-15,-1.79374e-13
particle 2012,0.81,0.25,-6.69744e-15,1.57051e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.93734e-14,-1.30035e-14,-1.3137e-13
particle 2013,0.81,0.27,-6.52766e-15,-4.89466e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.02696e-14,5.6205e-15,-7.53292e-14
particle 2014,0.81,0.29,-7.17027e-15,-3.00774e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.19029e-15,9.57567e-16,-1.85463e-13
particle 2015,0.81,0.31,-7.39472e-15,2.74533e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.71807e-14,-1.83742e-14,-1.81589e-13
particle 2016,0.81,0.33,-6.60469e-15,-4.97327e-17,0.43,0.991062,0.0240029,1074.74,716.491,4.2466e-15,-6.13398e-15,-6.24616e-14
particle 2017,0.81,0.35,-7.09324e-15,-2.89674e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05471e-14,1.249e-14,-1.75667e-13
particle 2018,0.81,0.37,-7.40673e-15,2.76891e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.385e-14,-1.38639e-14,-1.79022e-13
particle 2019,0.81,0.39,-6.6148e-15,-3.96202e-17,0.43,0.991062,0.0240029,1074.74,716.491,6.93889e-16,-2.58127e-15,-6.18028e-14
particle 2020,0.81,0.41,-7.09324e-15,-2.88663e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05471e-14,1.60427e-14,-1.75683e-13
particle 2021,0.81,0.43,-7.40673e-15,2.7714e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.385e-14,-1.29896e-14,-1.79465e-13
particle 2022,0.81,0.45,-6.6445e-15,-2.3622e-17,0.43,0.991062,0.0240029,1074.74,716.491,-9.74221e-15,2.81719e-15,-6.48203e-14
particle 2023,0.81,0.47,-7.14705e-15,-2.73806e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.59595e-14,1.90264e-14,-1.82214e-13
particle 2024,0.81,0.49,-7.49956e-15,3.15694e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.95122e-14,-3.42781e-15,-1.92227e-13
particle 2025,0.81,0.51,-6.73299e-15,7.13598e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.13398e-15,-2.32592e-14,-8.91362e-14
particle 2026,0.81,0.53,-6.56242e-15,-4.21799e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.66134e-15,-2.18991e-14,-8.08591e-14
particle 2027,0.81,0.55,-6.22673e-15,-2.27834e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.58047e-15,1.14631e-14,-4.73959e-14
particle 2028,0.81,0.57,-6.6325e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.71936e-13
particle 2029,0.81,0.59,-6.55318e-15,6.79757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.73915e-13
particle 2030,0.81,0.61,-6.15555e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.91151e-14
particle 2031,0.81,0.63,-6.64482e-15,3.11036e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-9.1379e-14
particle 2032,0.81,0.65,-6.77415e-15,-2.65531e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.22125e-14,-1.67089e-14,-9.07223e-14
particle 2033,0.81,0.67,-6.19324e-15,-2.36272e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.94289e-16,6.96665e-15,-4.76728e-14
particle 2034,0.81,0.69,-6.6325e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.73197e-13
particle 2035,0.81,0.71,-6.55318e-15,6.79757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.7407e-13
particle 2036,0.81,0.73,-6.15555e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.91179e-14
particle 2037,0.81,0.75,-6.64482e-15,3.11036e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-9.1379e-14
particle 2038,0.81,0.77,-6.77415e-15,-2.65531e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.22125e-14,-1.67089e-14,-9.07223e-14
particle 2039,0.81,0.79,-6.19324e-15,-2.36272e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.94289e-16,6.96665e-15,-4.76728e-14
particle 2040,0.81,0.81,-6.6325e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.73197e-13
particle 2041,0.81,0.83,-6.55318e-15,6.79757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.74068e-13
particle 2042,0.81,0.85,-6.15555e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.90684e-14
particle 2043,0.81,0.87,-6.64482e-15,3.1072e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-9.12158e-14
particle 2044,0.81,0.89,-6.77415e-15,-2.65531e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.22125e-14,-1.67089e-14,-9.04629e-14
particle 2045,0.81,0.91,-6.24459e-15,-2.37828e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.35842e-15,6.96665e-15,-4.75647e-14
particle 2046,0.81,0.93,-6.63882e-15,-6.83688e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.71173e-13
particle 2047,0.81,0.95,-6.49258e-15,6.74539e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47105e-14,1.15463e-14,-2.71478e-13
particle 2048,0.81,0.97,-6.11692e-15,2.41502e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.32907e-15,-4.67681e-15,-4.96187e-14
particle 2049,0.81,0.99,-6.33165e-15,6.49171e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.02141e-14,3.57908e-14,-8.51524e-14
particle 2050,0.83,0.01,6.79257e-15,-3.96723e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.81113e-14,2.95523e-14,-1.18186e-13
particle 2051,0.83,0.03,6.82533e-15,-4.17381e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.6839e-14,-3.195e-16,-1.37818e-13
particle 2052,0.83,0.05,6.89111e-15,-5.44788e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84036e-14,2.74863e-15,-1.53581e-13
particle 2053,0.83,0.07,6.53254e-15,4.26099e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.484e-14,-1.59502e-14,-1.51002e-13
particle 2054,0.83,0.09,6.36216e-15,1.68681e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.37425e-14,-5.54938e-15,-1.37205e-13
particle 2055,0.83,0.11,6.52347e-15,3.62784e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.5529e-14,-3.07403e-15,-1.35551e-13
particle 2056,0.83,0.13,6.63613e-15,1.49987e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.79583e-14,6.8142e-15,-1.09292e-13
particle 2057,0.83,0.15,6.86124e-15,-1.73427e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.8546e-14,-4.16069e-15,-1.4056e-13
particle 2058,0.83,0.17,7.1478e-15,-8.90572e-18,0.43,0.991062,0.0240029,1074.74,716.491,2.23758e-14,-5.22954e-15,-1.82231e-13
particle 2059,0.83,0.19,6.58233e-15,1.18936e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.99362e-14,-9.44693e-15,-1.22355e-13
particle 2060,0.83,0.21,6.69395e-15,-1.13584e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.83778e-14,9.49419e-15,-1.19974e-13
particle 2061,0.83,0.23,7.15023e-15,-2.89972e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.28995e-14,-4.19452e-15,-1.76319e-13
particle 2062,0.83,0.25,6.54791e-15,1.32439e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.5248e-14,-1.95071e-14,-1.29791e-13
particle 2063,0.83,0.27,6.58819e-15,-7.4772e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.3221e-15,1.12102e-14,-7.70552e-14
particle 2064,0.83,0.29,7.01982e-15,-3.12733e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.18983e-15,-3.60766e-15,-1.92461e-13
particle 2065,0.83,0.31,7.12591e-15,2.85749e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.96248e-14,-1.76656e-14,-1.86955e-13
particle 2066,0.83,0.33,6.60464e-15,3.51743e-17,0.43,0.991062,0.0240029,1074.74,716.491,8.40603e-15,-3.56855e-15,-6.37793e-14
particle 2067,0.83,0.35,6.8951e-15,-3.05838e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.37757e-14,1.67549e-14,-1.82151e-13
particle 2068,0.83,0.37,7.08159e-15,2.93065e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.79938e-14,-1.15006e-14,-1.85301e-13
particle 2069,0.83,0.39,6.60433e-15,4.5208e-17,0.43,0.991062,0.0240029,1074.74,716.491,8.40612e-15,-1.57878e-17,-6.31066e-14
particle 2070,0.83,0.41,6.8951e-15,-3.05838e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.37776e-14,1.67559e-14,-1.8221e-13
particle 2071,0.83,0.43,7.08664e-15,2.94005e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.79892e-14,-1.05315e-14,-1.859e-13
particle 2072,0.83,0.45,6.61383e-15,9.04507e-17,0.43,0.991062,0.0240029,1074.74,716.491,8.59078e-15,3.06027e-15,-6.60063e-14
particle 2073,0.83,0.47,6.95177e-15,-2.82981e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54242e-14,2.56977e-14,-1.87495e-13
particle 2074,0.83,0.49,7.285e-15,3.27549e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.61782e-14,2.31594e-15,-1.97317e-13
particle 2075,0.83,0.51,6.8075e-15,8.13387e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.0029e-15,-2.3379e-14,-8.94836e-14
particle 2076,0.83,0.53,6.51951e-15,-2.35794e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.09627e-14,-2.04007e-14,-7.96697e-14
particle 2077,0.83,0.55,6.32195e-15,-2.14505e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.72427e-15,9.11942e-15,-4.36366e-14
particle 2078,0.83,0.57,6.85277e-15,-6.84647e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.15186e-14,-9.25648e-15,-2.67236e-13
particle 2079,0.83,0.59,6.78084e-15,6.79203e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.31562e-14,1.42248e-14,-2.68371e-13
particle 2080,0.83,0.61,6.32893e-15,2.2353e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.49447e-15,-1.49817e-15,-4.47087e-14
particle 2081,0.83,0.63,6.80327e-15,2.35535e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.20205e-14,2.34963e-14,-9.12676e-14
particle 2082,0.83,0.65,6.71568e-15,-1.51336e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.19702e-14,-1.91198e-14,-9.09834e-14
particle 2083,0.83,0.67,6.34727e-15,-2.21495e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.66721e-15,5.59369e-15,-4.38076e-14
particle 2084,0.83,0.69,6.87256e-15,-6.87944e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.14908e-14,-1.36974e-14,-2.68336e-13
particle 2085,0.83,0.71,6.78084e-15,6.79203e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.31562e-14,1.42248e-14,-2.68671e-13
particle 2086,0.83,0.73,6.32893e-15,2.2353e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.49447e-15,-1.49817e-15,-4.4726e-14
particle 2087,0.83,0.75,6.80327e-15,2.35535e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.20205e-14,2.34963e-14,-9.12676e-14
particle 2088,0.83,0.77,6.71568e-15,-1.51336e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.19702e-14,-1.91198e-14,-9.09834e-14
particle 2089,0.83,0.79,6.34727e-15,-2.21495e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.66721e-15,5.59369e-15,-4.38076e-14
particle 2090,0.83,0.81,6.87256e-15,-6.87944e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.14908e-14,-1.36974e-14,-2.68336e-13
particle 2091,0.83,0.83,6.78084e-15,6.79203e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.31562e-14,1.42248e-14,-2.6866e-13
particle 2092,0.83,0.85,6.32892e-15,2.23499e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.49292e-15,-1.5267e-15,-4.4592e-14
particle 2093,0.83,0.87,6.80082e-15,2.22104e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.20267e-14,2.25973e-14,-9.09022e-14
particle 2094,0.83,0.89,6.7138e-15,-1.97817e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.20305e-14,-2.27118e-14,-9.08606e-14
particle 2095,0.83,0.91,6.32542e-15,-2.23532e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.20133e-15,1.05677e-14,-4.52658e-14
particle 2096,0.83,0.93,6.81783e-15,-6.82278e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.69031e-14,-1.46133e-14,-2.68029e-13
particle 2097,0.83,0.95,6.71729e-15,6.69939e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.30587e-14,1.13033e-14,-2.67416e-13
particle 2098,0.83,0.97,6.31544e-15,2.22082e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.3023e-15,-5.92572e-15,-4.81935e-14
particle 2099,0.83,0.99,6.2599e-15,6.17689e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.31514e-15,3.50257e-14,-8.52804e-14
particle 2100,0.85,0.01,2.32732e-15,-2.7005e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.67226e-15,3.6509e-14,1.04043e-13
particle 2101,0.85,0.03,2.59418e-15,-3.95242e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.80769e-16,9.53299e-15,8.98643e-14
particle 2102,0.85,0.05,2.64277e-15,-5.96026e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.43636e-15,3.30224e-15,7.36455e-14
particle 2103,0.85,0.07,2.79415e-15,2.00883e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.93279e-14,-1.71063e-14,6.81584e-14
particle 2104,0.85,0.09,2.60787e-15,1.85959e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.42323e-16,-1.705e-15,7.84966e-14
particle 2105,0.85,0.11,2.5972e-15,3.15797e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.08743e-15,-5.26376e-15,8.25394e-14
particle 2106,0.85,0.13,2.71553e-15,1.96494e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.04018e-15,2.75387e-15,1.08742e-13
particle 2107,0.85,0.15,2.67614e-15,-1.31996e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.95991e-15,2.78527e-15,8.72233e-14
particle 2108,0.85,0.17,2.6704e-15,-1.80884e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.13907e-16,3.76143e-16,5.3134e-14
particle 2109,0.85,0.19,2.49775e-15,8.31185e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.77267e-15,-8.26972e-15,9.87934e-14
particle 2110,0.85,0.21,2.64053e-15,-9.03367e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.66607e-15,7.70334e-15,1.00664e-13
particle 2111,0.85,0.23,2.61396e-15,-1.09194e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.26321e-15,-4.15343e-15,5.63145e-14
particle 2112,0.85,0.25,2.44492e-15,1.13524e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.80383e-15,-2.3579e-14,9.43248e-14
particle 2113,0.85,0.27,2.60245e-15,-5.54645e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.56421e-15,9.35938e-15,1.42288e-13
particle 2114,0.85,0.29,2.36368e-15,-2.51947e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.507e-15,7.40584e-15,4.3973e-14
particle 2115,0.85,0.31,2.59591e-15,2.35135e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.5767e-15,-2.28418e-14,5.44996e-14
particle 2116,0.85,0.33,2.56708e-15,-1.51124e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.87166e-16,-1.77014e-15,1.59822e-13
particle 2117,0.85,0.35,2.4088e-15,-2.24809e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.63888e-15,1.88997e-14,5.08987e-14
particle 2118,0.85,0.37,2.60601e-15,2.44867e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.58375e-15,-1.68223e-14,5.58668e-14
particle 2119,0.85,0.39,2.56708e-15,-1.45987e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.86378e-16,1.81072e-15,1.60457e-13
particle 2120,0.85,0.41,2.40881e-15,-2.24808e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.63529e-15,1.89015e-14,5.08247e-14
particle 2121,0.85,0.43,2.60652e-15,2.44948e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.50993e-15,-1.68409e-14,5.54028e-14
particle 2122,0.85,0.45,2.56568e-15,-1.05252e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.07834e-16,4.25636e-15,1.5859e-13
particle 2123,0.85,0.47,2.37112e-15,-2.06057e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.27782e-15,2.51587e-14,4.62907e-14
particle 2124,0.85,0.49,2.48695e-15,2.95568e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.00277e-15,-2.54262e-15,4.66306e-14
particle 2125,0.85,0.51,2.51016e-15,7.24849e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.80858e-16,-2.35543e-14,1.42399e-13
particle 2126,0.85,0.53,2.38742e-15,-5.12843e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.75966e-15,-1.26355e-14,1.40947e-13
particle 2127,0.85,0.55,2.48228e-15,-2.36995e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.46043e-15,7.0691e-15,1.68593e-13
particle 2128,0.85,0.57,2.36647e-15,-6.35105e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.16334e-15,4.57967e-16,-4.39051e-14
particle 2129,0.85,0.59,2.30839e-15,6.2622e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.9401e-15,1.40066e-15,-4.64267e-14
particle 2130,0.85,0.61,2.51167e-15,2.51922e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.05589e-15,-1.8162e-15,1.67911e-13
particle 2131,0.85,0.63,2.5775e-15,4.8102e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.01132e-15,2.1129e-14,1.35815e-13
particle 2132,0.85,0.65,2.52428e-15,-4.60888e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.79837e-15,-2.0815e-14,1.36472e-13
particle 2133,0.85,0.67,2.51401e-15,-2.51078e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.0924e-15,3.74204e-15,1.70536e-13
particle 2134,0.85,0.69,2.36647e-15,-6.38407e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.16334e-15,-3.98293e-15,-4.5151e-14
particle 2135,0.85,0.71,2.30839e-15,6.2622e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.9401e-15,1.40066e-15,-4.68093e-14
particle 2136,0.85,0.73,2.51167e-15,2.51922e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.05589e-15,-1.8162e-15,1.67892e-13
particle 2137,0.85,0.75,2.5775e-15,4.8102e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.01132e-15,2.1129e-14,1.35815e-13
particle 2138,0.85,0.77,2.52428e-15,-4.60888e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.79837e-15,-2.0815e-14,1.36472e-13
particle 2139,0.85,0.79,2.51401e-15,-2.51078e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.0924e-15,3.74204e-15,1.70536e-13
particle 2140,0.85,0.81,2.36647e-15,-6.38407e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.16334e-15,-3.98293e-15,-4.51509e-14
particle 2141,0.85,0.83,2.30839e-15,6.25967e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.9401e-15,5.12478e-16,-4.68022e-14
particle 2142,0.85,0.85,2.51167e-15,2.51906e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.05589e-15,-1.87171e-15,1.68035e-13
particle 2143,0.85,0.87,2.57877e-15,4.67038e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.56695e-15,1.76597e-14,1.36034e-13
particle 2144,0.85,0.89,2.5318e-15,-4.83274e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.82542e-15,-2.16612e-14,1.36368e-13
particle 2145,0.85,0.91,2.50139e-15,-2.55841e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.63995e-15,4.88259e-15,1.69052e-13
particle 2146,0.85,0.93,2.42872e-15,-6.38221e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.66294e-15,-7.54952e-15,-4.51949e-14
particle 2147,0.85,0.95,2.28903e-15,6.12517e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.61715e-15,2.95031e-15,-4.68923e-14
particle 2148,0.85,0.97,2.4841e-15,2.36662e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.73583e-15,-1.91952e-15,1.60066e-13
particle 2149,0.85,0.99,2.56966e-15,7.2523e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.98991e-15,3.44629e-14,1.28875e-13
particle 2150,0.87,0.01,3.72755e-16,-2.83433e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.15266e-14,2.11041e-14,7.19463e-14
