particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 2151,0.87,0.03,5.98107e-16,-3.35581e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.40965e-14,2.35767e-14,5.7295e-14
particle 2152,0.87,0.05,5.37097e-16,-5.4013e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.86733e-14,2.35833e-14,4.19117e-14
particle 2153,0.87,0.07,8.45037e-16,4.367e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.23473e-14,-3.55806e-14,4.43553e-14
particle 2154,0.87,0.09,6.96324e-16,1.93355e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.10644e-14,-1.83654e-14,5.88824e-14
particle 2155,0.87,0.11,6.57968e-16,2.26161e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.30235e-14,-2.02308e-15,5.93469e-14
particle 2156,0.87,0.13,6.71465e-16,1.22661e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.37853e-14,-1.55893e-15,8.14198e-14
particle 2157,0.87,0.15,6.7714e-16,-1.42775e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.31853e-14,9.81628e-15,5.6366e-14
particle 2158,0.87,0.17,6.51158e-16,6.24976e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.8143e-14,-4.22341e-15,2.1966e-14
particle 2159,0.87,0.19,4.90827e-16,8.37702e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.62092e-14,-1.33782e-14,6.82173e-14
particle 2160,0.87,0.21,6.03466e-16,-9.52763e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.74702e-14,1.42307e-14,6.86932e-14
particle 2161,0.87,0.23,5.58115e-16,-2.15385e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.49656e-14,-2.08886e-15,2.20746e-14
particle 2162,0.87,0.25,4.72067e-16,1.21232e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.02773e-14,-2.18358e-14,6.0823e-14
particle 2163,0.87,0.27,5.40417e-16,-6.66772e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.48923e-14,1.74637e-15,1.07325e-13
particle 2164,0.87,0.29,3.09663e-16,-2.82964e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.93906e-14,2.04865e-15,-5.2576e-16
particle 2165,0.87,0.31,3.34337e-16,2.84704e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.50634e-14,-1.43773e-14,1.44651e-14
particle 2166,0.87,0.33,4.62573e-16,-1.49115e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.0152e-14,-5.96672e-15,1.25787e-13
particle 2167,0.87,0.35,3.48174e-16,-2.66494e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.57632e-14,1.71837e-14,8.80879e-15
particle 2168,0.87,0.37,3.91432e-16,2.88839e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.09384e-14,-1.4719e-14,1.72288e-14
particle 2169,0.87,0.39,4.82899e-16,-1.28523e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.01194e-14,-6.09403e-15,1.26575e-13
particle 2170,0.87,0.41,3.48164e-16,-2.65416e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.57589e-14,2.08037e-14,8.82852e-15
particle 2171,0.87,0.43,4.06462e-16,2.9046e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.3548e-14,-1.24427e-14,1.74099e-14
particle 2172,0.87,0.45,4.60223e-16,-1.14936e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.01609e-14,-2.22916e-15,1.25704e-13
particle 2173,0.87,0.47,3.10562e-16,-2.63947e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.59237e-14,2.35229e-14,1.28176e-15
particle 2174,0.87,0.49,2.36739e-16,3.29099e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.38176e-14,1.50323e-16,-2.89261e-16
particle 2175,0.87,0.51,2.78649e-16,8.246e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.19488e-14,-2.032e-14,1.04699e-13
particle 2176,0.87,0.53,4.00489e-16,-4.46359e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.41744e-14,-1.66716e-14,1.08478e-13
particle 2177,0.87,0.55,4.82648e-16,-2.3093e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.71731e-14,7.46247e-15,1.36266e-13
particle 2178,0.87,0.57,3.66497e-16,-6.56368e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.19627e-14,-5.71765e-15,-8.32755e-14
particle 2179,0.87,0.59,2.15791e-16,6.55955e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.53329e-14,1.22045e-14,-8.64908e-14
particle 2180,0.87,0.61,5.13073e-16,2.55929e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.66352e-14,-8.69486e-16,1.34834e-13
particle 2181,0.87,0.63,5.10913e-16,5.05423e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.41306e-14,2.24043e-14,1.04554e-13
particle 2182,0.87,0.65,3.66603e-16,-4.79656e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.03836e-14,-2.12553e-14,1.04498e-13
particle 2183,0.87,0.67,4.65937e-16,-2.43142e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.7567e-14,7.7602e-16,1.37153e-13
particle 2184,0.87,0.69,3.67129e-16,-6.59402e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.19071e-14,-5.71765e-15,-8.47288e-14
particle 2185,0.87,0.71,2.15791e-16,6.55955e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.53329e-14,1.22045e-14,-8.69111e-14
particle 2186,0.87,0.73,5.13073e-16,2.55929e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.66352e-14,-8.69486e-16,1.3481e-13
particle 2187,0.87,0.75,5.10913e-16,5.05423e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.41306e-14,2.24043e-14,1.04554e-13
particle 2188,0.87,0.77,3.66603e-16,-4.79656e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.03836e-14,-2.12553e-14,1.04498e-13
particle 2189,0.87,0.79,4.65937e-16,-2.43142e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.7567e-14,7.7602e-16,1.37153e-13
particle 2190,0.87,0.81,3.67129e-16,-6.59402e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.19071e-14,-5.71765e-15,-8.47288e-14
particle 2191,0.87,0.83,2.15791e-16,6.55955e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.53329e-14,1.22045e-14,-8.68957e-14
particle 2192,0.87,0.85,5.13073e-16,2.55676e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.66352e-14,-1.75766e-15,1.35006e-13
particle 2193,0.87,0.87,5.10911e-16,4.85395e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.41317e-14,2.24742e-14,1.04801e-13
particle 2194,0.87,0.89,3.96068e-16,-4.96051e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.67697e-14,-2.13136e-14,1.04713e-13
particle 2195,0.87,0.91,4.88634e-16,-2.45535e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.75368e-14,9.1357e-16,1.3707e-13
particle 2196,0.87,0.93,3.89645e-16,-6.58612e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54321e-14,-5.7454e-15,-8.33863e-14
particle 2197,0.87,0.95,3.17605e-16,6.40343e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.32316e-14,-6.52167e-16,-8.77854e-14
particle 2198,0.87,0.97,5.14075e-16,2.48478e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.49625e-15,8.48469e-16,1.28804e-13
particle 2199,0.87,0.99,5.45315e-16,8.11291e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.29824e-14,3.77895e-14,1.02118e-13
particle 2200,0.89,0.01,-5.60176e-16,-3.13702e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.09838e-14,2.09141e-14,7.32468e-14
particle 2201,0.89,0.03,-4.86447e-16,-4.433e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.96221e-14,2.14972e-14,5.94625e-14
particle 2202,0.89,0.05,-6.22185e-16,-5.22545e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.74591e-14,2.35323e-14,4.0274e-14
particle 2203,0.89,0.07,-7.19091e-16,4.63591e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.61562e-14,-3.37837e-14,4.44584e-14
particle 2204,0.89,0.09,-6.19968e-16,1.83985e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.50979e-14,-2.00806e-14,6.02266e-14
particle 2205,0.89,0.11,-6.37189e-16,2.14955e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.72568e-14,-4.96011e-16,6.02673e-14
particle 2206,0.89,0.13,-5.76401e-16,1.20484e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.03831e-14,-3.24866e-15,8.20189e-14
particle 2207,0.89,0.15,-5.23232e-16,-1.42083e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.83581e-14,1.17764e-14,5.90492e-14
particle 2208,0.89,0.17,-4.45982e-16,8.64685e-18,0.43,0.991062,0.0240029,1074.74,716.491,-2.19501e-14,-5.50722e-15,2.49034e-14
particle 2209,0.89,0.19,-6.33854e-16,8.06502e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.52378e-14,-1.11577e-14,6.78296e-14
particle 2210,0.89,0.21,-5.38636e-16,-9.12445e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.62188e-14,1.33595e-14,6.89952e-14
particle 2211,0.89,0.23,-4.60313e-16,-1.99385e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.32118e-14,-2.90453e-15,2.39158e-14
particle 2212,0.89,0.25,-5.22415e-16,1.21533e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.06568e-14,-2.1611e-14,6.1625e-14
particle 2213,0.89,0.27,-4.22336e-16,-6.50545e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.18527e-14,5.06087e-15,1.07633e-13
particle 2214,0.89,0.29,-1.81546e-16,-2.8557e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.44635e-14,2.82566e-15,7.44516e-17
particle 2215,0.89,0.31,-4.66149e-16,2.83814e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.46795e-14,-1.21593e-14,1.26758e-14
particle 2216,0.89,0.33,-4.6873e-16,-9.29883e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.33823e-14,-4.93267e-15,1.2445e-13
particle 2217,0.89,0.35,-2.24113e-16,-2.67236e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.28231e-14,1.88559e-14,9.72571e-15
particle 2218,0.89,0.37,-4.39638e-16,2.86214e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.11297e-14,-1.23551e-14,1.62188e-14
particle 2219,0.89,0.39,-4.68736e-16,-8.0588e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.33831e-14,-4.07264e-15,1.25711e-13
particle 2220,0.89,0.41,-2.24746e-16,-2.6673e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.30455e-14,1.88557e-14,9.79025e-15
particle 2221,0.89,0.43,-4.38534e-16,2.91093e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.15761e-14,-9.73334e-15,1.69994e-14
particle 2222,0.89,0.45,-4.88234e-16,-1.45639e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.10917e-14,-3.12125e-15,1.24968e-13
particle 2223,0.89,0.47,-1.89952e-16,-2.66207e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.68208e-14,1.33598e-14,1.87321e-15
particle 2224,0.89,0.49,-3.97484e-16,3.24952e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.36114e-14,-3.70402e-16,-2.26943e-15
particle 2225,0.89,0.51,-4.78882e-16,8.09488e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.55091e-14,-1.67236e-14,1.01268e-13
particle 2226,0.89,0.53,-5.80184e-16,-4.20961e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.20288e-14,-1.51916e-14,1.07411e-13
particle 2227,0.89,0.55,-5.43126e-16,-2.31384e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.58636e-14,7.08395e-15,1.37317e-13
particle 2228,0.89,0.57,-3.76045e-16,-6.68372e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.85327e-14,-5.68989e-15,-8.33403e-14
particle 2229,0.89,0.59,-5.00314e-16,6.59865e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.67644e-14,1.21569e-14,-8.83028e-14
particle 2230,0.89,0.61,-5.21782e-16,2.53895e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.29599e-14,-1.66834e-15,1.34925e-13
particle 2231,0.89,0.63,-3.89681e-16,4.66932e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.92573e-14,2.29009e-14,1.05036e-13
particle 2232,0.89,0.65,-5.46284e-16,-4.23446e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.80699e-14,-2.12474e-14,1.04276e-13
particle 2233,0.89,0.67,-5.63868e-16,-2.42775e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51567e-14,2.95491e-15,1.37918e-13
particle 2234,0.89,0.69,-3.62308e-16,-6.68867e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.67564e-14,-9.25648e-15,-8.44219e-14
particle 2235,0.89,0.71,-5.00314e-16,6.59873e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.67644e-14,1.21569e-14,-8.8291e-14
particle 2236,0.89,0.73,-5.21782e-16,2.53895e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.29599e-14,-1.66834e-15,1.34931e-13
particle 2237,0.89,0.75,-3.89681e-16,4.66932e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.92573e-14,2.29009e-14,1.05036e-13
particle 2238,0.89,0.77,-5.46284e-16,-4.23446e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.80699e-14,-2.12474e-14,1.04276e-13
particle 2239,0.89,0.79,-5.63868e-16,-2.42775e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51567e-14,2.95491e-15,1.37918e-13
particle 2240,0.89,0.81,-3.62308e-16,-6.68867e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.67564e-14,-9.25648e-15,-8.44219e-14
particle 2241,0.89,0.83,-5.00314e-16,6.59873e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.67644e-14,1.21569e-14,-8.82887e-14
particle 2242,0.89,0.85,-5.21782e-16,2.53895e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.29599e-14,-1.66834e-15,1.35e-13
particle 2243,0.89,0.87,-3.89681e-16,4.66853e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.92573e-14,2.28731e-14,1.05231e-13
particle 2244,0.89,0.89,-5.46346e-16,-4.23951e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.8073e-14,-2.12767e-14,1.04701e-13
particle 2245,0.89,0.91,-5.64421e-16,-2.42269e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51847e-14,2.89926e-15,1.38256e-13
particle 2246,0.89,0.93,-3.63544e-16,-6.67589e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.67564e-14,-9.24261e-15,-8.26823e-14
particle 2247,0.89,0.95,-3.12368e-16,6.47481e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.63551e-14,1.24726e-14,-8.9101e-14
particle 2248,0.89,0.97,-4.62154e-16,2.51832e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18973e-14,-6.35113e-15,1.27566e-13
particle 2249,0.89,0.99,-7.09344e-16,7.88135e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.49542e-14,3.64751e-14,1.00331e-13
particle 2250,0.91,0.01,-2.63145e-15,-6.18202e-17,0.43,0.991062,0.0240029,1074.74,716.491,-3.27516e-15,4.03566e-14,1.02298e-13
particle 2251,0.91,0.03,-2.70658e-15,-4.4159e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.30371e-15,4.82947e-15,9.13974e-14
particle 2252,0.91,0.05,-2.58436e-15,-6.13541e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.1241e-14,8.57647e-15,7.09869e-14
particle 2253,0.91,0.07,-2.69228e-15,2.69046e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.71529e-14,-1.61537e-14,7.01119e-14
particle 2254,0.91,0.09,-2.56658e-15,1.35333e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.69309e-15,-5.45397e-15,8.37047e-14
particle 2255,0.91,0.11,-2.65578e-15,3.30037e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.63758e-15,-1.59595e-15,8.43665e-14
particle 2256,0.91,0.13,-2.67687e-15,1.56703e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.9968e-15,-1.05471e-15,1.07492e-13
particle 2257,0.91,0.15,-2.67616e-15,-1.18588e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.88658e-15,3.84415e-15,8.94035e-14
particle 2258,0.91,0.17,-2.6591e-15,-1.63537e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.30291e-15,-1.84575e-15,5.61194e-14
particle 2259,0.91,0.19,-2.6557e-15,7.52231e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.94289e-15,-9.0622e-15,9.64708e-14
particle 2260,0.91,0.21,-2.59953e-15,-8.56634e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.60822e-16,5.80092e-15,9.91817e-14
particle 2261,0.91,0.23,-2.61312e-15,-2.08569e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.60822e-15,-7.72993e-15,5.66e-14
particle 2262,0.91,0.25,-2.57583e-15,1.069e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.63438e-15,-2.20934e-14,9.39073e-14
particle 2263,0.91,0.27,-2.5308e-15,-4.91796e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.30211e-15,1.58207e-15,1.43441e-13
particle 2264,0.91,0.29,-2.22189e-15,-2.43872e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.43929e-15,-1.22125e-15,5.04571e-14
particle 2265,0.91,0.31,-2.55221e-15,2.20491e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.78468e-14,5.83336e-14
particle 2266,0.91,0.33,-2.57804e-15,-2.35825e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.57807e-15,-2.20657e-15,1.60358e-13
particle 2267,0.91,0.35,-2.26163e-15,-2.21119e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.04912e-16,1.62509e-14,5.80843e-14
particle 2268,0.91,0.37,-2.57875e-15,2.28399e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.85643e-15,-1.43774e-14,6.06365e-14
particle 2269,0.91,0.39,-2.59826e-15,-1.32331e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.57807e-15,1.42941e-15,1.61281e-13
particle 2270,0.91,0.41,-2.26163e-15,-2.21119e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.04912e-16,1.62509e-14,5.79293e-14
particle 2271,0.91,0.43,-2.6053e-15,2.30508e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.85962e-15,-1.42386e-14,6.03925e-14
particle 2272,0.91,0.45,-2.59447e-15,2.09754e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.13398e-15,3.56659e-15,1.59398e-13
particle 2273,0.91,0.47,-2.25397e-15,-2.0341e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.66134e-15,2.55351e-14,5.2059e-14
particle 2274,0.91,0.49,-2.38819e-15,2.77476e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.05151e-15,-2.84495e-15,4.87153e-14
particle 2275,0.91,0.51,-2.49888e-15,7.08305e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.63518e-15,-1.75832e-14,1.38863e-13
particle 2276,0.91,0.53,-2.49619e-15,-5.39277e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.02296e-15,-1.27537e-14,1.38796e-13
particle 2277,0.91,0.55,-2.603e-15,-2.38085e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.19029e-15,4.27436e-15,1.66299e-13
particle 2278,0.91,0.57,-2.38361e-15,-6.35397e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.40914e-15,1.88738e-15,-4.77139e-14
particle 2279,0.91,0.59,-2.42928e-15,6.22709e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.07927e-15,-5.28239e-14
particle 2280,0.91,0.61,-2.5733e-15,2.5607e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.69069e-15,-4.64906e-15,1.63972e-13
particle 2281,0.91,0.63,-2.58957e-15,5.87588e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.02141e-14,1.36422e-13
particle 2282,0.91,0.65,-2.63192e-15,-4.63908e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.36141e-14,1.3667e-13
particle 2283,0.91,0.67,-2.65989e-15,-2.50504e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.30211e-15,2.27596e-15,1.67332e-13
particle 2284,0.91,0.69,-2.42406e-15,-6.35397e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.40914e-15,-1.66533e-15,-4.92514e-14
particle 2285,0.91,0.71,-2.42928e-15,6.22709e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.07927e-15,-5.27412e-14
particle 2286,0.91,0.73,-2.5733e-15,2.5607e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.69069e-15,-4.64906e-15,1.64047e-13
particle 2287,0.91,0.75,-2.58957e-15,5.87588e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.02141e-14,1.36425e-13
particle 2288,0.91,0.77,-2.63192e-15,-4.63908e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.36141e-14,1.3667e-13
particle 2289,0.91,0.79,-2.65989e-15,-2.50504e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.30211e-15,2.27596e-15,1.67332e-13
particle 2290,0.91,0.81,-2.42406e-15,-6.35397e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.40914e-15,-1.66533e-15,-4.92514e-14
particle 2291,0.91,0.83,-2.42928e-15,6.22709e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,5.07927e-15,-5.27412e-14
particle 2292,0.91,0.85,-2.5733e-15,2.5607e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.69069e-15,-4.64906e-15,1.64049e-13
particle 2293,0.91,0.87,-2.58957e-15,5.87588e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.49401e-15,1.02141e-14,1.36448e-13
particle 2294,0.91,0.89,-2.63445e-15,-4.65251e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.41234e-15,-1.36974e-14,1.36833e-13
particle 2295,0.91,0.91,-2.65989e-15,-2.51436e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.30211e-15,2.33147e-15,1.67678e-13
particle 2296,0.91,0.93,-2.42406e-15,-6.36424e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.40914e-15,-1.66533e-15,-4.71105e-14
particle 2297,0.91,0.95,-2.25515e-15,6.07327e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.93889e-15,1.38778e-15,-5.14415e-14
particle 2298,0.91,0.97,-2.39736e-15,2.43429e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.33067e-16,-1.88738e-15,1.571e-13
particle 2299,0.91,0.99,-2.49208e-15,7.31611e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.66134e-16,2.68119e-14,1.25868e-13
particle 2300,0.93,0.01,-6.59813e-15,-4.23182e-16,0.43,0.991062,0.0240029,1074.74,716.491,-9.63118e-15,2.34812e-14,-1.20353e-13
particle 2301,0.93,0.03,-6.90806e-15,-4.3286e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.87073e-14,5.21805e-15,-1.39914e-13
particle 2302,0.93,0.05,-6.71505e-15,-4.54546e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.69587e-14,1.20182e-14,-1.54637e-13
particle 2303,0.93,0.07,-6.5723e-15,4.66594e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.2593e-14,-2.45914e-14,-1.48134e-13
particle 2304,0.93,0.09,-6.60279e-15,1.15345e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.71252e-14,-5.50948e-15,-1.33175e-13
particle 2305,0.93,0.11,-6.67666e-15,2.47755e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.7375e-14,1.91513e-15,-1.35445e-13
particle 2306,0.93,0.13,-6.4549e-15,1.8475e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.50158e-14,-4.98213e-15,-1.1063e-13
particle 2307,0.93,0.15,-6.80235e-15,-1.73021e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.52933e-14,8.32667e-17,-1.39286e-13
particle 2308,0.93,0.17,-7.10114e-15,1.29447e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.08999e-14,-2.28983e-15,-1.8086e-13
particle 2309,0.93,0.19,-6.55089e-15,1.22515e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.24265e-14,-6.7446e-15,-1.21688e-13
particle 2310,0.93,0.21,-6.54946e-15,-1.20887e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.42386e-14,3.80251e-15,-1.19285e-13
particle 2311,0.93,0.23,-7.07041e-15,-1.48684e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.18159e-14,2.35922e-15,-1.7737e-13
particle 2312,0.93,0.25,-6.72738e-15,1.54369e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.69587e-14,-1.46133e-14,-1.301e-13
particle 2313,0.93,0.27,-6.57261e-15,-5.17354e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.85483e-15,4.70457e-15,-7.30252e-14
particle 2314,0.93,0.29,-7.10099e-15,-2.98621e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.57967e-15,5.70377e-15,-1.8356e-13
particle 2315,0.93,0.31,-7.52413e-15,2.75726e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.52656e-14,-2.4647e-14,-1.7852e-13
particle 2316,0.93,0.33,-6.62783e-15,-3.08903e-17,0.43,0.991062,0.0240029,1074.74,716.491,4.38538e-15,-3.66374e-15,-5.91659e-14
particle 2317,0.93,0.35,-7.08756e-15,-2.91207e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.03528e-14,1.54321e-14,-1.73502e-13
particle 2318,0.93,0.37,-7.50517e-15,2.81146e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.52656e-14,-2.01505e-14,-1.7594e-13
particle 2319,0.93,0.39,-6.63795e-15,-1.06655e-17,0.43,0.991062,0.0240029,1074.74,716.491,8.32667e-16,-3.66374e-15,-5.83004e-14
particle 2320,0.93,0.41,-7.08756e-15,-2.91207e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.03528e-14,1.54321e-14,-1.73585e-13
particle 2321,0.93,0.43,-7.50517e-15,2.81406e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.52656e-14,-1.92624e-14,-1.76875e-13
particle 2322,0.93,0.45,-6.64806e-15,1.29566e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.72005e-15,-9.15934e-16,-6.12993e-14
particle 2323,0.93,0.47,-7.1344e-15,-2.72866e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.42109e-14,2.73254e-14,-1.78837e-13
